subject_age,subject_education,subject_sex,subject_ethnicity,subject_income_category,subject_employment_status,same_sex_couple,married,sex_frequency,flirts_with_partner,fights_with_partner,relationship_duration,children,rel_change_during_pandemic,inc_change_during_pandemic,subject_had_covid,partner_had_covid,subject_vaccinated,partner_vaccinated,agree_covid_approach,relationship_quality
29.0,some_college,female,hispanic,20k_25k,working_paid_employee,no,married,once_or_more_a_day,never,1_time,9.33333301544189,1.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
33.0,some_college,female,white,12k_15k,not_working_disabled,no,married,once_a_month_or_less,a_few_times_a_week,0_times,14.3333330154419,1.0,no_change,better,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,excellent
35.0,bach_degree,female,hispanic,100k_125k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,16.6666660308838,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
31.0,some_college,female,white,60k_75k,not_working_disabled,no,not_married,2_to_3_times_a_month,a_few_times_a_week,6_times,11.0833330154419,2.0,better_than_before,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
32.0,bach_degree,female,white,200k_250k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,1_time,9.33333301544189,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
35.0,prof_doct_degree,male,white,over_250k,working_paid_employee,no,married,2_to_3_times_a_month,never,1_time,11.6666669845581,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
69.0,bach_degree,male,hispanic,40k_50k,working_paid_employee,no,married,,,2_times,49.75,1.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
44.0,some_college,female,hispanic,over_250k,working_paid_employee,no,married,once_or_twice_a_week,once_a_week,1_time,23.6666660308838,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
39.0,masters_degree,male,white,over_250k,working_paid_employee,no,married,once_a_month_or_less,never,5_times,13.5833330154419,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,fair
35.0,some_college,female,hispanic,60k_75k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,1_time,13.8333330154419,4.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
32.0,bach_degree,male,white,100k_125k,working_self_employed,no,not_married,once_or_twice_a_week,once_a_week,0_times,14.5,2.0,no_change,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,good
36.0,high_school_grad,male,white,125k_150k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,0_times,,6.0,no_change,no_change,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
38.0,associate_degree,female,white,125k_150k,working_paid_employee,no,married,once_or_more_a_day,a_few_times_a_week,0_times,14.6666669845581,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
68.0,11th,male,white,15k_20k,not_working_retired,no,married,once_a_month_or_less,never,3_times,39.75,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
38.0,bach_degree,male,white,150k_175k,working_paid_employee,yes,not_married,2_to_3_times_a_month,once_a_week,0_times,10.9166669845581,2.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
73.0,high_school_grad,male,white,20k_25k,not_working_retired,no,not_married,once_a_month_or_less,never,0_times,17.0,2.0,no_change,no_change,no,no,not_vaccinated,not_vaccinated,completely_agree,good
66.0,associate_degree,female,white,85k_100k,not_working_retired,no,married,once_a_month_or_less,never,0_times,45.5833320617676,2.0,no_change,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
67.0,bach_degree,female,white,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,0_times,32.0,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
42.0,masters_degree,male,white,100k_125k,working_paid_employee,no,married,2_to_3_times_a_month,1_to_3_times_a_month,2_times,30.5833339691162,5.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,excellent
79.0,bach_degree,male,white,60k_75k,not_working_retired,no,married,once_a_month_or_less,every_day,0_times,60.4166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
31.0,bach_degree,male,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,less_than_once_a_month,1_time,9.33333301544189,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
32.0,masters_degree,male,white,150k_175k,working_paid_employee,yes,not_married,2_to_3_times_a_month,less_than_once_a_month,1_time,3.58333325386047,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
45.0,12th_nodiploma,female,white,60k_75k,not_working_other,no,married,3_to_6_times_a_week,less_than_once_a_month,0_times,22.0,5.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
73.0,some_college,male,hispanic,60k_75k,not_working_retired,no,married,once_or_twice_a_week,once_a_week,0_times,41.8333320617676,2.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
27.0,masters_degree,female,white,100k_125k,working_paid_employee,no,not_married,3_to_6_times_a_week,a_few_times_a_week,0_times,2.33333325386047,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
73.0,high_school_grad,female,white,150k_175k,not_working_retired,no,married,once_a_month_or_less,never,3_times,54.9166679382324,3.0,no_change,no_change,yes,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,good
71.0,associate_degree,male,2_plus_eth,10k_12k,not_working_retired,no,not_married,once_a_month_or_less,never,0_times,12.25,2.0,no_change,better,yes,yes,not_vaccinated,not_vaccinated,completely_agree,excellent
52.0,associate_degree,female,white,75k_85k,working_paid_employee,no,married,2_to_3_times_a_month,never,3_times,36.4166679382324,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,fair
56.0,high_school_grad,male,white,75k_85k,working_self_employed,no,married,once_or_twice_a_week,every_day,0_times,11.0833330154419,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
61.0,associate_degree,female,white,100k_125k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,28.4166660308838,2.0,no_change,better,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
38.0,masters_degree,female,white,60k_75k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,3_times,16.3333339691162,4.0,worse_than_before,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
36.0,high_school_grad,female,white,5k_7k,not_working_other,no,married,2_to_3_times_a_month,once_a_week,0_times,18.8333339691162,6.0,no_change,no_change,yes,yes,fully_vaccinated_no_booster,partially_vaccinated,completely_agree,excellent
30.0,bach_degree,female,white,100k_125k,working_paid_employee,no,not_married,once_a_month_or_less,once_a_week,0_times,10.75,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
37.0,prof_doct_degree,female,white,175k_200k,working_paid_employee,yes,married,once_a_month_or_less,less_than_once_a_month,2_times,13.5,3.0,no_change,worse,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
39.0,high_school_grad,female,2_plus_eth,20k_25k,working_paid_employee,no,not_married,once_a_month_or_less,never,1_time,11.9166669845581,4.0,worse_than_before,no_change,no,no,not_vaccinated,not_vaccinated,completely_agree,poor
33.0,associate_degree,male,white,100k_125k,working_paid_employee,no,married,once_or_twice_a_week,once_a_week,0_times,7.5,5.0,better_than_before,no_change,yes,no,fully_vaccinated_no_booster,partially_vaccinated,mostly_agree,good
28.0,high_school_grad,female,hispanic,35k_40k,not_working_other,no,not_married,once_or_twice_a_week,1_to_3_times_a_month,1_time,4.16666650772095,3.0,better_than_before,no_change,yes,yes,partially_vaccinated,partially_vaccinated,mostly_agree,excellent
35.0,masters_degree,female,white,85k_100k,working_paid_employee,no,not_married,once_or_twice_a_week,a_few_times_a_week,2_times,2.16666674613953,1.0,no_change,no_change,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
59.0,bach_degree,male,white,175k_200k,working_paid_employee,no,married,once_a_month_or_less,less_than_once_a_month,0_times,43.9166679382324,2.0,better_than_before,no_change,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,good
31.0,some_college,female,other,75k_85k,working_paid_employee,no,not_married,once_or_twice_a_week,a_few_times_a_week,6_times,0.0833333358168602,10.0,no_change,worse,no,no,fully_vaccinated_and_booster,partially_vaccinated,mostly_agree,poor
48.0,high_school_grad,male,hispanic,175k_200k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,30.25,2.0,better_than_before,worse,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
65.0,some_college,male,white,150k_175k,working_self_employed,no,married,once_a_month_or_less,1_to_3_times_a_month,1_time,34.6666679382324,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
60.0,some_college,female,white,150k_175k,not_working_other,no,married,once_a_month_or_less,less_than_once_a_month,0_times,38.8333320617676,2.0,no_change,worse,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,good
47.0,12th_nodiploma,male,white,85k_100k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,0_times,15.0,2.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
66.0,bach_degree,male,white,35k_40k,not_working_looking,no,married,once_a_month_or_less,less_than_once_a_month,6_times,46.8333320617676,2.0,no_change,no_change,no,no,,,mostly_agree,fair
56.0,bach_degree,male,white,60k_75k,not_working_retired,no,married,once_or_twice_a_week,1_to_3_times_a_month,0_times,20.25,2.0,no_change,no_change,yes,yes,not_vaccinated,fully_vaccinated_no_booster,completely_agree,good
41.0,high_school_grad,female,white,60k_75k,working_paid_employee,no,married,2_to_3_times_a_month,never,2_times,11.6666669845581,3.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,completely_agree,good
50.0,bach_degree,female,white,over_250k,working_self_employed,no,married,once_a_month_or_less,never,7_or_more_times,11.5,4.0,no_change,much_better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
55.0,high_school_grad,female,white,40k_50k,working_paid_employee,no,married,,never,0_times,39.1666679382324,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
45.0,masters_degree,female,white,150k_175k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,20.3333339691162,4.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
24.0,bach_degree,female,hispanic,85k_100k,working_self_employed,no,not_married,once_or_twice_a_week,never,2_times,6.0,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
73.0,masters_degree,male,white,125k_150k,working_self_employed,no,married,2_to_3_times_a_month,never,0_times,30.4166660308838,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
79.0,some_college,male,white,30k_35k,not_working_looking,no,married,once_or_twice_a_week,never,0_times,47.0833320617676,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,good
46.0,bach_degree,male,other,175k_200k,not_working_retired,no,married,once_or_twice_a_week,every_day,1_time,46.25,1.0,better_than_before,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
79.0,some_college,male,white,100k_125k,not_working_retired,no,not_married,2_to_3_times_a_month,a_few_times_a_week,1_time,2.25,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
57.0,prof_doct_degree,female,white,200k_250k,not_working_retired,no,married,once_a_month_or_less,never,1_time,19.75,2.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
52.0,bach_degree,female,white,85k_100k,working_paid_employee,no,not_married,3_to_6_times_a_week,every_day,1_time,1.25,2.0,no_change,worse,yes,no,fully_vaccinated_no_booster,not_vaccinated,mostly_agree,good
71.0,some_college,female,black,100k_125k,working_paid_employee,no,married,2_to_3_times_a_month,never,1_time,51.8333320617676,3.0,no_change,much_worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
46.0,9th,male,white,100k_125k,working_paid_employee,no,married,2_to_3_times_a_month,every_day,1_time,28.4166660308838,4.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,excellent
54.0,some_college,male,white,100k_125k,not_working_disabled,no,not_married,once_or_twice_a_week,never,0_times,12.8333330154419,1.0,no_change,worse,no,no,not_vaccinated,not_vaccinated,completely_agree,excellent
64.0,masters_degree,male,white,200k_250k,working_self_employed,no,not_married,once_a_month_or_less,never,0_times,16.25,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,not_vaccinated,mostly_agree,good
82.0,some_college,female,white,50k_60k,not_working_retired,no,married,once_a_month_or_less,never,1_time,65.4166641235352,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
33.0,some_college,female,white,60k_75k,working_paid_employee,yes,married,once_a_month_or_less,once_a_week,0_times,7.75,3.0,no_change,no_change,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
77.0,some_college,male,2_plus_eth,60k_75k,not_working_retired,no,married,once_a_month_or_less,never,0_times,36.9166679382324,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_disagree,fair
50.0,bach_degree,male,other,175k_200k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,17.0833339691162,4.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
80.0,some_college,male,white,50k_60k,not_working_retired,no,married,once_or_more_a_day,less_than_once_a_month,0_times,55.6666679382324,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
68.0,prof_doct_degree,male,white,200k_250k,working_paid_employee,no,married,once_a_month_or_less,a_few_times_a_week,0_times,50.4166679382324,6.0,no_change,no_change,yes,,not_vaccinated,partially_vaccinated,mostly_agree,good
67.0,bach_degree,male,other,100k_125k,not_working_retired,no,married,2_to_3_times_a_month,less_than_once_a_month,1_time,43.75,2.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
44.0,high_school_grad,female,white,100k_125k,not_working_retired,no,married,2_to_3_times_a_month,never,5_times,28.8333339691162,4.0,worse_than_before,much_worse,no,no,not_vaccinated,partially_vaccinated,completely_disagree,poor
31.0,bach_degree,female,white,50k_60k,working_paid_employee,no,not_married,once_or_twice_a_week,a_few_times_a_week,0_times,2.08333325386047,1.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
67.0,some_college,female,white,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,0_times,50.8333320617676,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
56.0,associate_degree,male,white,200k_250k,working_paid_employee,no,married,3_to_6_times_a_week,1_to_3_times_a_month,0_times,17.0,2.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,completely_agree,excellent
58.0,some_college,female,white,125k_150k,working_paid_employee,yes,not_married,once_a_month_or_less,never,0_times,31.3333339691162,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
81.0,prof_doct_degree,male,white,100k_125k,not_working_retired,yes,not_married,once_a_month_or_less,never,0_times,25.6666660308838,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
49.0,associate_degree,female,white,35k_40k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,19.0833339691162,4.0,no_change,no_change,yes,yes,not_vaccinated,partially_vaccinated,mostly_agree,excellent
44.0,associate_degree,female,black,125k_150k,not_working_looking,no,married,3_to_6_times_a_week,never,0_times,25.3333339691162,6.0,better_than_before,worse,yes,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,good
64.0,high_school_grad,male,white,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,2_times,46.1666679382324,2.0,no_change,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
64.0,bach_degree,male,white,85k_100k,working_paid_employee,no,married,once_a_month_or_less,never,1_time,34.6666679382324,2.0,no_change,no_change,no,no,not_vaccinated,fully_vaccinated_no_booster,mostly_disagree,good
80.0,high_school_grad,male,white,85k_100k,not_working_retired,no,married,once_a_month_or_less,never,0_times,61.5,2.0,no_change,no_change,yes,yes,fully_vaccinated_no_booster,partially_vaccinated,mostly_agree,excellent
39.0,some_college,male,hispanic,150k_175k,working_paid_employee,no,married,once_or_twice_a_week,once_a_week,1_time,21.0833339691162,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
66.0,bach_degree,male,white,75k_85k,not_working_retired,yes,married,once_or_twice_a_week,never,6_times,36.6666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
29.0,associate_degree,female,white,75k_85k,not_working_other,yes,married,once_or_twice_a_week,1_to_3_times_a_month,0_times,4.25,4.0,no_change,no_change,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
45.0,some_college,male,white,125k_150k,working_self_employed,no,not_married,2_to_3_times_a_month,1_to_3_times_a_month,0_times,2.41666674613953,3.0,no_change,much_worse,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
39.0,prof_doct_degree,male,white,over_250k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,9.33333301544189,4.0,better_than_before,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
61.0,bach_degree,female,white,100k_125k,working_paid_employee,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,12.9166669845581,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,partially_vaccinated,completely_agree,excellent
54.0,some_college,female,white,35k_40k,not_working_other,no,not_married,once_or_twice_a_week,every_day,0_times,14.8333330154419,2.0,no_change,no_change,no,yes,not_vaccinated,not_vaccinated,completely_agree,good
41.0,high_school_grad,male,white,85k_100k,working_self_employed,no,married,once_a_month_or_less,never,3_times,21.5833339691162,4.0,no_change,much_worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_disagree,fair
31.0,bach_degree,female,white,30k_35k,working_paid_employee,no,married,3_to_6_times_a_week,a_few_times_a_week,0_times,9.08333301544189,2.0,better_than_before,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
57.0,masters_degree,male,white,over_250k,working_self_employed,yes,married,once_or_twice_a_week,never,0_times,32.9166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
77.0,1st_4th_grade,male,hispanic,40k_50k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,52.1666679382324,2.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
39.0,some_college,male,white,200k_250k,working_paid_employee,no,married,once_a_month_or_less,less_than_once_a_month,0_times,16.9166660308838,4.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
54.0,high_school_grad,female,white,175k_200k,working_paid_employee,no,married,2_to_3_times_a_month,never,0_times,35.5833320617676,2.0,no_change,no_change,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
60.0,high_school_grad,male,white,150k_175k,not_working_retired,no,married,once_a_month_or_less,1_to_3_times_a_month,1_time,22.0,4.0,better_than_before,better,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
68.0,bach_degree,male,white,200k_250k,not_working_retired,no,married,2_to_3_times_a_month,1_to_3_times_a_month,2_times,32.4166679382324,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
52.0,high_school_grad,male,white,75k_85k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,34.5,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
56.0,masters_degree,female,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,never,1_time,24.1666660308838,4.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_no_booster,mostly_agree,fair
33.0,masters_degree,female,black,100k_125k,working_paid_employee,no,not_married,once_or_twice_a_week,a_few_times_a_week,0_times,5.16666650772095,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
55.0,masters_degree,male,white,over_250k,working_paid_employee,yes,married,once_a_month_or_less,never,1_time,22.4166660308838,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
74.0,high_school_grad,male,white,85k_100k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,34.9166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
29.0,bach_degree,female,white,40k_50k,not_working_other,no,married,once_or_twice_a_week,once_a_week,2_times,3.66666674613953,6.0,no_change,worse,yes,yes,not_vaccinated,partially_vaccinated,mostly_agree,excellent
77.0,high_school_grad,female,white,40k_50k,working_paid_employee,no,married,once_a_month_or_less,1_to_3_times_a_month,0_times,58.25,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
43.0,some_college,male,black,60k_75k,working_paid_employee,no,not_married,once_or_twice_a_week,a_few_times_a_week,0_times,3.33333325386047,1.0,better_than_before,worse,yes,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
63.0,bach_degree,male,white,over_250k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,43.0,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,poor
24.0,bach_degree,female,white,over_250k,working_paid_employee,no,not_married,once_or_twice_a_week,a_few_times_a_week,0_times,0.0833333358168602,3.0,no_change,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
62.0,high_school_grad,female,white,60k_75k,not_working_retired,no,married,2_to_3_times_a_month,never,1_time,40.75,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
91.0,high_school_grad,male,white,100k_125k,not_working_retired,no,married,once_or_twice_a_week,never,0_times,72.6666641235352,3.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,completely_agree,excellent
66.0,bach_degree,male,hispanic,100k_125k,working_paid_employee,no,married,,never,0_times,43.8333320617676,2.0,no_change,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
60.0,12th_nodiploma,male,black,85k_100k,working_paid_employee,no,married,3_to_6_times_a_week,never,2_times,17.25,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
62.0,high_school_grad,male,black,30k_35k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,1_time,38.9166679382324,1.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
42.0,bach_degree,male,hispanic,125k_150k,working_paid_employee,no,married,once_or_twice_a_week,1_to_3_times_a_month,1_time,20.0,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
59.0,bach_degree,male,white,over_250k,working_self_employed,no,married,once_a_month_or_less,1_to_3_times_a_month,0_times,18.3333339691162,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
75.0,10th,female,hispanic,50k_60k,not_working_retired,no,married,2_to_3_times_a_month,never,0_times,58.5833320617676,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,good
57.0,associate_degree,male,white,175k_200k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,18.4166660308838,1.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
38.0,some_college,female,white,85k_100k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,20.9166660308838,6.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
53.0,masters_degree,female,white,150k_175k,working_paid_employee,no,married,once_or_twice_a_week,never,3_times,36.3333320617676,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
33.0,some_college,female,white,50k_60k,working_self_employed,no,married,once_or_twice_a_week,never,1_time,16.5833339691162,3.0,no_change,much_worse,yes,yes,partially_vaccinated,partially_vaccinated,completely_disagree,excellent
51.0,high_school_grad,male,white,50k_60k,working_self_employed,yes,not_married,2_to_3_times_a_month,never,0_times,22.4166660308838,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,good
57.0,some_college,male,white,75k_85k,working_paid_employee,no,married,2_to_3_times_a_month,once_a_week,0_times,27.75,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
45.0,bach_degree,female,white,85k_100k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,26.3333339691162,4.0,no_change,no_change,yes,yes,,,mostly_agree,good
60.0,prof_doct_degree,male,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,35.0,2.0,no_change,better,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_disagree,good
74.0,bach_degree,female,white,60k_75k,not_working_retired,no,married,,never,1_time,,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
73.0,high_school_grad,female,white,60k_75k,not_working_retired,no,married,once_a_month_or_less,never,0_times,60.0833320617676,2.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,mostly_agree,excellent
86.0,bach_degree,male,white,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,0_times,45.6666679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,excellent
36.0,5th_6th_grade,female,white,7k_10k,not_working_disabled,no,not_married,once_a_month_or_less,1_to_3_times_a_month,0_times,4.16666650772095,1.0,better_than_before,worse,no,yes,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,good
