id,wave,subject_age,subject_education,subject_gender,subject_ethnicity,subject_income_category,subject_employment_status,same_sex_couple,married,sex_frequency,flirts_with_partner,fights_with_partner,relationship_duration,children,rel_change_during_pandemic,inc_change_during_pandemic,subject_had_covid,partner_had_covid,subject_vaccinated,partner_vaccinated,agree_covid_approach,relationship_quality
2054791,2022,65.0,masters_degree,male,white,85k_100k,not_working_retired,no,married,once_a_month_or_less,never,0_times,40.25,3.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2054807,2022,67.0,12th_nodiploma,male,white,20k_25k,not_working_retired,no,not_married,once_a_month_or_less,never,0_times,43.4166679382324,2.0,no_change,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2065091,2022,37.0,masters_degree,female,white,125k_150k,working_paid_employee,no,married,2_to_3_times_a_month,once_a_week,1_time,9.25,4.0,no_change,worse,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2065295,2022,45.0,bach_degree,male,white,over_250k,working_paid_employee,yes,married,once_a_month_or_less,less_than_once_a_month,0_times,11.9166669845581,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
2065339,2022,63.0,some_college,male,white,75k_85k,not_working_retired,no,married,once_or_twice_a_week,every_day,1_time,23.5833339691162,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2071583,2022,33.0,masters_degree,male,other,100k_125k,working_paid_employee,no,not_married,,,0_times,,1.0,no_change,no_change,no,no,,,mostly_agree,good
2071775,2022,29.0,bach_degree,male,white,25k_30k,working_paid_employee,no,married,once_or_twice_a_week,never,2_times,7.08333349227905,3.0,worse_than_before,worse,no,yes,fully_vaccinated_no_booster,partially_vaccinated,mostly_agree,good
2071877,2022,46.0,associate_degree,female,white,150k_175k,working_paid_employee,no,not_married,3_to_6_times_a_week,never,1_time,23.5,4.0,no_change,no_change,yes,no,fully_vaccinated_and_booster,not_vaccinated,completely_agree,good
2072325,2022,73.0,associate_degree,male,white,60k_75k,not_working_retired,no,married,2_to_3_times_a_month,never,1_time,53.25,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2072903,2022,62.0,bach_degree,female,white,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,3_times,34.5,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2074241,2022,42.0,12th_nodiploma,male,white,40k_50k,not_working_other,no,married,once_a_month_or_less,every_day,0_times,14.75,2.0,no_change,much_worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2075775,2022,80.0,prof_doct_degree,male,white,150k_175k,not_working_retired,no,married,once_a_month_or_less,never,0_times,56.0,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2076645,2022,45.0,high_school_grad,female,white,85k_100k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,0_times,29.1666660308838,3.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
2081055,2022,29.0,associate_degree,male,hispanic,15k_20k,not_working_looking,no,not_married,once_a_month_or_less,a_few_times_a_week,0_times,1.58333337306976,4.0,no_change,no_change,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,fair
2083123,2022,53.0,masters_degree,male,white,150k_175k,working_paid_employee,no,married,once_a_month_or_less,never,7_or_more_times,32.5,5.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,poor
2084067,2022,58.0,high_school_grad,male,hispanic,20k_25k,not_working_retired,no,married,once_or_more_a_day,every_day,0_times,0.16666667163372,4.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,,excellent
2084273,2022,57.0,some_college,male,white,7k_10k,not_working_retired,yes,married,3_to_6_times_a_week,never,0_times,29.75,2.0,better_than_before,much_worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2084743,2022,47.0,masters_degree,male,white,200k_250k,working_paid_employee,no,not_married,once_a_month_or_less,never,0_times,26.9166660308838,1.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_no_booster,mostly_agree,good
2086473,2022,44.0,high_school_grad,male,white,60k_75k,working_paid_employee,no,married,3_to_6_times_a_week,less_than_once_a_month,1_time,13.4166669845581,1.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
2086637,2022,49.0,associate_degree,male,white,85k_100k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,0_times,14.3333330154419,2.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,mostly_agree,excellent
2086775,2022,51.0,some_college,male,hispanic,100k_125k,not_working_other,no,married,once_a_month_or_less,less_than_once_a_month,0_times,17.6666660308838,1.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2089325,2022,31.0,some_college,male,white,60k_75k,working_paid_employee,yes,married,once_or_twice_a_week,less_than_once_a_month,1_time,4.58333349227905,2.0,no_change,much_better,no,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,good
2089701,2022,38.0,bach_degree,male,white,over_250k,working_paid_employee,no,married,2_to_3_times_a_month,never,3_times,13.6666669845581,4.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,poor
2090459,2022,56.0,bach_degree,male,white,175k_200k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,24.4166660308838,4.0,no_change,no_change,no,yes,fully_vaccinated_no_booster,partially_vaccinated,completely_agree,fair
2091283,2022,50.0,some_college,female,white,100k_125k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,12.9166669845581,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
2092107,2022,68.0,high_school_grad,female,white,50k_60k,not_working_retired,no,married,once_a_month_or_less,never,0_times,52.3333320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,very_poor
2093615,2022,36.0,high_school_grad,female,white,75k_85k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,0_times,16.75,4.0,no_change,better,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,fair
2101713,2022,50.0,some_college,female,white,40k_50k,working_paid_employee,yes,not_married,once_a_month_or_less,never,0_times,11.3333330154419,2.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_no_booster,mostly_agree,good
2102733,2022,29.0,bach_degree,female,white,100k_125k,working_paid_employee,no,not_married,3_to_6_times_a_week,never,1_time,5.58333349227905,2.0,no_change,no_change,yes,yes,not_vaccinated,not_vaccinated,completely_agree,excellent
2103257,2022,30.0,high_school_grad,male,white,40k_50k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,1_time,10.25,2.0,worse_than_before,much_worse,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2109123,2022,23.0,some_college,male,white,125k_150k,working_paid_employee,no,not_married,once_a_month_or_less,a_few_times_a_week,0_times,0.0,5.0,no_change,worse,no,,not_vaccinated,,,fair
2109385,2022,60.0,11th,female,hispanic,12k_15k,not_working_disabled,no,married,3_to_6_times_a_week,never,0_times,43.8333320617676,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2111275,2022,55.0,high_school_grad,female,white,75k_85k,working_self_employed,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,22.0,3.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2114355,2022,45.0,bach_degree,female,white,125k_150k,working_paid_employee,no,not_married,2_to_3_times_a_month,a_few_times_a_week,1_time,4.0,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
2116023,2022,33.0,bach_degree,male,2_plus_eth,60k_75k,working_paid_employee,yes,not_married,once_a_month_or_less,less_than_once_a_month,0_times,2.33333325386047,1.0,no_change,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,fair
2116717,2022,48.0,high_school_grad,female,white,40k_50k,working_paid_employee,no,married,2_to_3_times_a_month,1_to_3_times_a_month,0_times,31.1666660308838,3.0,no_change,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2116829,2022,57.0,bach_degree,male,white,200k_250k,working_paid_employee,no,married,3_to_6_times_a_week,every_day,0_times,27.5833339691162,3.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2118341,2022,38.0,bach_degree,male,white,200k_250k,working_paid_employee,no,married,2_to_3_times_a_month,once_a_week,0_times,18.75,4.0,no_change,no_change,no,yes,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,excellent
2125001,2022,39.0,masters_degree,male,hispanic,40k_50k,working_paid_employee,no,married,once_or_twice_a_week,1_to_3_times_a_month,0_times,20.4166660308838,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
2125135,2022,59.0,high_school_grad,female,white,60k_75k,not_working_disabled,no,married,once_a_month_or_less,a_few_times_a_week,0_times,42.9166679382324,5.0,better_than_before,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2126263,2022,31.0,prof_doct_degree,female,white,100k_125k,working_paid_employee,yes,not_married,once_a_month_or_less,a_few_times_a_week,0_times,2.33333325386047,2.0,no_change,better,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2127023,2022,54.0,high_school_grad,female,white,15k_20k,not_working_other,no,married,once_a_month_or_less,never,0_times,38.9166679382324,3.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,completely_agree,good
2128107,2022,55.0,11th,female,black,50k_60k,working_paid_employee,no,married,,never,0_times,32.25,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2131311,2022,59.0,some_college,male,white,175k_200k,working_paid_employee,no,not_married,3_to_6_times_a_week,never,4_times,0.583333313465118,1.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_disagree,fair
2132357,2022,32.0,some_college,female,white,85k_100k,working_paid_employee,yes,married,once_a_month_or_less,once_a_week,1_time,9.83333301544189,2.0,no_change,no_change,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,good
2136629,2022,75.0,bach_degree,male,white,150k_175k,not_working_disabled,no,not_married,once_a_month_or_less,a_few_times_a_week,1_time,26.0,5.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,good
2138067,2022,34.0,bach_degree,male,2_plus_eth,125k_150k,working_paid_employee,no,married,2_to_3_times_a_month,1_to_3_times_a_month,1_time,9.0,5.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2140027,2022,31.0,masters_degree,male,other,85k_100k,working_paid_employee,no,not_married,2_to_3_times_a_month,never,0_times,2.58333325386047,1.0,no_change,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
2141677,2022,38.0,bach_degree,male,hispanic,85k_100k,working_paid_employee,no,married,2_to_3_times_a_month,every_day,0_times,17.1666660308838,2.0,better_than_before,much_better,no,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2141839,2022,37.0,high_school_grad,male,white,175k_200k,working_paid_employee,no,not_married,3_to_6_times_a_week,never,0_times,14.25,1.0,no_change,no_change,no,no,not_vaccinated,not_vaccinated,mostly_agree,good
2142051,2022,38.0,associate_degree,male,white,85k_100k,working_paid_employee,no,married,once_or_twice_a_week,less_than_once_a_month,0_times,17.75,4.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
2142099,2022,60.0,high_school_grad,male,hispanic,60k_75k,working_paid_employee,no,married,2_to_3_times_a_month,never,3_times,31.75,5.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2143321,2022,33.0,bach_degree,female,white,150k_175k,working_paid_employee,no,married,once_a_month_or_less,a_few_times_a_week,0_times,12.4166669845581,3.0,no_change,no_change,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2144713,2022,43.0,high_school_grad,female,other,15k_20k,not_working_other,no,married,2_to_3_times_a_month,,0_times,14.8333330154419,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
2144859,2022,32.0,associate_degree,female,white,100k_125k,not_working_other,no,married,once_or_twice_a_week,every_day,1_time,10.8333330154419,6.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2145117,2022,29.0,some_college,female,hispanic,20k_25k,working_paid_employee,no,married,once_or_more_a_day,never,1_time,9.33333301544189,1.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2145315,2022,33.0,some_college,female,white,12k_15k,not_working_disabled,no,married,once_a_month_or_less,a_few_times_a_week,0_times,14.3333330154419,1.0,no_change,better,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,excellent
2146471,2022,35.0,bach_degree,female,hispanic,100k_125k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,0_times,16.6666660308838,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2146521,2022,31.0,some_college,female,white,60k_75k,not_working_disabled,no,not_married,2_to_3_times_a_month,a_few_times_a_week,6_times,11.0833330154419,2.0,better_than_before,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2148015,2022,32.0,bach_degree,female,white,200k_250k,working_paid_employee,no,married,2_to_3_times_a_month,a_few_times_a_week,1_time,9.33333301544189,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2148893,2022,35.0,prof_doct_degree,male,white,over_250k,working_paid_employee,no,married,2_to_3_times_a_month,never,1_time,11.6666669845581,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2150365,2022,69.0,bach_degree,male,hispanic,40k_50k,working_paid_employee,no,married,,,2_times,49.75,1.0,no_change,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2150647,2022,44.0,some_college,female,hispanic,over_250k,working_paid_employee,no,married,once_or_twice_a_week,once_a_week,1_time,23.6666660308838,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2150703,2022,39.0,masters_degree,male,white,over_250k,working_paid_employee,no,married,once_a_month_or_less,never,5_times,13.5833330154419,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,fair
2152283,2022,35.0,some_college,female,hispanic,60k_75k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,1_time,13.8333330154419,4.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2153591,2022,32.0,bach_degree,male,white,100k_125k,working_self_employed,no,not_married,once_or_twice_a_week,once_a_week,0_times,14.5,2.0,no_change,worse,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,good
2153601,2022,36.0,high_school_grad,male,white,125k_150k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,0_times,,6.0,no_change,no_change,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
2154415,2022,38.0,associate_degree,female,white,125k_150k,working_paid_employee,no,married,once_or_more_a_day,a_few_times_a_week,0_times,14.6666669845581,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2154761,2022,68.0,11th,male,white,15k_20k,not_working_retired,no,married,once_a_month_or_less,never,3_times,39.75,2.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
2155971,2022,38.0,bach_degree,male,white,150k_175k,working_paid_employee,yes,not_married,2_to_3_times_a_month,once_a_week,0_times,10.9166669845581,2.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2158831,2022,73.0,high_school_grad,male,white,20k_25k,not_working_retired,no,not_married,once_a_month_or_less,never,0_times,17.0,2.0,no_change,no_change,no,no,not_vaccinated,not_vaccinated,completely_agree,good
2161255,2022,66.0,associate_degree,female,white,85k_100k,not_working_retired,no,married,once_a_month_or_less,never,0_times,45.5833320617676,2.0,no_change,no_change,yes,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2162891,2022,67.0,bach_degree,female,white,100k_125k,not_working_retired,no,married,once_a_month_or_less,never,0_times,32.0,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
2163859,2022,42.0,masters_degree,male,white,100k_125k,working_paid_employee,no,married,2_to_3_times_a_month,1_to_3_times_a_month,2_times,30.5833339691162,5.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,excellent
2163905,2022,79.0,bach_degree,male,white,60k_75k,not_working_retired,no,married,once_a_month_or_less,every_day,0_times,60.4166679382324,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2166521,2022,31.0,bach_degree,male,white,125k_150k,working_paid_employee,no,married,once_a_month_or_less,less_than_once_a_month,1_time,9.33333301544189,4.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2166743,2022,32.0,masters_degree,male,white,150k_175k,working_paid_employee,yes,not_married,2_to_3_times_a_month,less_than_once_a_month,1_time,3.58333325386047,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
2167453,2022,45.0,12th_nodiploma,female,white,60k_75k,not_working_other,no,married,3_to_6_times_a_week,less_than_once_a_month,0_times,22.0,5.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,excellent
2168137,2022,73.0,some_college,male,hispanic,60k_75k,not_working_retired,no,married,once_or_twice_a_week,once_a_week,0_times,41.8333320617676,2.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2168577,2022,27.0,masters_degree,female,white,100k_125k,working_paid_employee,no,not_married,3_to_6_times_a_week,a_few_times_a_week,0_times,2.33333325386047,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
2169639,2022,73.0,high_school_grad,female,white,150k_175k,not_working_retired,no,married,once_a_month_or_less,never,3_times,54.9166679382324,3.0,no_change,no_change,yes,no,fully_vaccinated_no_booster,fully_vaccinated_and_booster,completely_agree,good
2170187,2022,71.0,associate_degree,male,2_plus_eth,10k_12k,not_working_retired,no,not_married,once_a_month_or_less,never,0_times,12.25,2.0,no_change,better,yes,yes,not_vaccinated,not_vaccinated,completely_agree,excellent
2171661,2022,52.0,associate_degree,female,white,75k_85k,working_paid_employee,no,married,2_to_3_times_a_month,never,3_times,36.4166679382324,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,fair
2171997,2022,56.0,high_school_grad,male,white,75k_85k,working_self_employed,no,married,once_or_twice_a_week,every_day,0_times,11.0833330154419,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2174237,2022,61.0,associate_degree,female,white,100k_125k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,28.4166660308838,2.0,no_change,better,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
2174899,2022,38.0,masters_degree,female,white,60k_75k,working_paid_employee,no,married,2_to_3_times_a_month,less_than_once_a_month,3_times,16.3333339691162,4.0,worse_than_before,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
2177139,2022,36.0,high_school_grad,female,white,5k_7k,not_working_other,no,married,2_to_3_times_a_month,once_a_week,0_times,18.8333339691162,6.0,no_change,no_change,yes,yes,fully_vaccinated_no_booster,partially_vaccinated,completely_agree,excellent
2177193,2022,30.0,bach_degree,female,white,100k_125k,working_paid_employee,no,not_married,once_a_month_or_less,once_a_week,0_times,10.75,2.0,better_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
2177551,2022,37.0,prof_doct_degree,female,white,175k_200k,working_paid_employee,yes,married,once_a_month_or_less,less_than_once_a_month,2_times,13.5,3.0,no_change,worse,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
2178301,2022,39.0,high_school_grad,female,2_plus_eth,20k_25k,working_paid_employee,no,not_married,once_a_month_or_less,never,1_time,11.9166669845581,4.0,worse_than_before,no_change,no,no,not_vaccinated,not_vaccinated,completely_agree,poor
2179295,2022,33.0,associate_degree,male,white,100k_125k,working_paid_employee,no,married,once_or_twice_a_week,once_a_week,0_times,7.5,5.0,better_than_before,no_change,yes,no,fully_vaccinated_no_booster,partially_vaccinated,mostly_agree,good
2203355,2022,28.0,high_school_grad,female,hispanic,35k_40k,not_working_other,no,not_married,once_or_twice_a_week,1_to_3_times_a_month,1_time,4.16666650772095,3.0,better_than_before,no_change,yes,yes,partially_vaccinated,partially_vaccinated,mostly_agree,excellent
2205625,2022,35.0,masters_degree,female,white,85k_100k,working_paid_employee,no,not_married,once_or_twice_a_week,a_few_times_a_week,2_times,2.16666674613953,1.0,no_change,no_change,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_no_booster,completely_agree,good
2205751,2022,59.0,bach_degree,male,white,175k_200k,working_paid_employee,no,married,once_a_month_or_less,less_than_once_a_month,0_times,43.9166679382324,2.0,better_than_before,no_change,yes,yes,fully_vaccinated_no_booster,fully_vaccinated_and_booster,mostly_agree,good
2206161,2022,31.0,some_college,female,other,75k_85k,working_paid_employee,no,not_married,once_or_twice_a_week,a_few_times_a_week,6_times,0.0833333358168602,10.0,no_change,worse,no,no,fully_vaccinated_and_booster,partially_vaccinated,mostly_agree,poor
2206813,2022,48.0,high_school_grad,male,hispanic,175k_200k,working_paid_employee,no,married,once_or_twice_a_week,never,0_times,30.25,2.0,better_than_before,worse,yes,yes,not_vaccinated,partially_vaccinated,completely_agree,excellent
2207131,2022,65.0,some_college,male,white,150k_175k,working_self_employed,no,married,once_a_month_or_less,1_to_3_times_a_month,1_time,34.6666679382324,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2207753,2022,60.0,some_college,female,white,150k_175k,not_working_other,no,married,once_a_month_or_less,less_than_once_a_month,0_times,38.8333320617676,2.0,no_change,worse,yes,yes,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,good
2208823,2022,47.0,12th_nodiploma,male,white,85k_100k,working_paid_employee,no,married,once_or_twice_a_week,a_few_times_a_week,0_times,15.0,2.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
2210355,2022,66.0,bach_degree,male,white,35k_40k,not_working_looking,no,married,once_a_month_or_less,less_than_once_a_month,6_times,46.8333320617676,2.0,no_change,no_change,no,no,,,mostly_agree,fair
2211239,2022,56.0,bach_degree,male,white,60k_75k,not_working_retired,no,married,once_or_twice_a_week,1_to_3_times_a_month,0_times,20.25,2.0,no_change,no_change,yes,yes,not_vaccinated,fully_vaccinated_no_booster,completely_agree,good
2211773,2022,41.0,high_school_grad,female,white,60k_75k,working_paid_employee,no,married,2_to_3_times_a_month,never,2_times,11.6666669845581,3.0,no_change,no_change,no,no,not_vaccinated,partially_vaccinated,completely_agree,good
2211779,2022,50.0,bach_degree,female,white,over_250k,working_self_employed,no,married,once_a_month_or_less,never,7_or_more_times,11.5,4.0,no_change,much_better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,fair
2212021,2022,55.0,high_school_grad,female,white,40k_50k,working_paid_employee,no,married,,never,0_times,39.1666679382324,4.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2212677,2022,45.0,masters_degree,female,white,150k_175k,working_paid_employee,no,married,once_a_month_or_less,never,0_times,20.3333339691162,4.0,worse_than_before,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
2214763,2022,24.0,bach_degree,female,hispanic,85k_100k,working_self_employed,no,not_married,once_or_twice_a_week,never,2_times,6.0,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2215215,2022,73.0,masters_degree,male,white,125k_150k,working_self_employed,no,married,2_to_3_times_a_month,never,0_times,30.4166660308838,3.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2216625,2022,79.0,some_college,male,white,30k_35k,not_working_looking,no,married,once_or_twice_a_week,never,0_times,47.0833320617676,2.0,no_change,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_no_booster,completely_agree,good
2218005,2022,46.0,bach_degree,male,other,175k_200k,not_working_retired,no,married,once_or_twice_a_week,every_day,1_time,46.25,1.0,better_than_before,worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,excellent
2218423,2022,79.0,some_college,male,white,100k_125k,not_working_retired,no,not_married,2_to_3_times_a_month,a_few_times_a_week,1_time,2.25,1.0,no_change,no_change,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,excellent
2219299,2022,57.0,prof_doct_degree,female,white,200k_250k,not_working_retired,no,married,once_a_month_or_less,never,1_time,19.75,2.0,better_than_before,better,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,mostly_agree,good
2219813,2022,52.0,bach_degree,female,white,85k_100k,working_paid_employee,no,not_married,3_to_6_times_a_week,every_day,1_time,1.25,2.0,no_change,worse,yes,no,fully_vaccinated_no_booster,not_vaccinated,mostly_agree,good
2226649,2022,71.0,some_college,female,black,100k_125k,working_paid_employee,no,married,2_to_3_times_a_month,never,1_time,51.8333320617676,3.0,no_change,much_worse,no,no,fully_vaccinated_and_booster,fully_vaccinated_and_booster,completely_agree,good
2227011,2022,46.0,9th,male,white,100k_125k,working_paid_employee,no,married,2_to_3_times_a_month,every_day,1_time,28.4166660308838,4.0,no_change,no_change,no,no,fully_vaccinated_no_booster,fully_vaccinated_no_booster,mostly_agree,excellent
2227047,2022,54.0,some_college,male,white,100k_125k,not_working_disabled,no,not_married,once_or_twice_a_week,never,0_times,12.8333330154419,1.0,no_change,worse,no,no,not_vaccinated,not_vaccinated,completely_agree,excellent
2227745,2022,64.0,masters_degree,male,white,200k_250k,working_self_employed,no,not_married,once_a_month_or_less,never,0_times,16.25,2.0,no_change,no_change,no,no,fully_vaccinated_and_booster,not_vaccinated,mostly_agree,good
