Entity,Code,Year,Right to change legal gender (historical)
Italy,ITA,2009,"Legal, surgery required"
Italy,ITA,2010,"Legal, surgery required"
Italy,ITA,2011,"Legal, surgery required"
Italy,ITA,2012,"Legal, surgery required"
Italy,ITA,2013,"Legal, surgery required"
Italy,ITA,2014,"Legal, surgery required"
Italy,ITA,2015,"Legal, medical diagnosis required"
Italy,ITA,2016,"Legal, medical diagnosis required"
Italy,ITA,2017,"Legal, medical diagnosis required"
Italy,ITA,2018,"Legal, medical diagnosis required"
Italy,ITA,2019,"Legal, medical diagnosis required"
Italy,ITA,2020,"Legal, medical diagnosis required"
Italy,ITA,2021,"Legal, medical diagnosis required"
Italy,ITA,2022,"Legal, medical diagnosis required"
Italy,ITA,2023,"Legal, medical diagnosis required"
Italy,ITA,2024,"Legal, medical diagnosis required"
Italy,ITA,2025,"Legal, medical diagnosis required"
Jamaica,JAM,2025,Illegal
Japan,JPN,2004,"Legal, surgery required"
Japan,JPN,2005,"Legal, surgery required"
Japan,JPN,2006,"Legal, surgery required"
Japan,JPN,2007,"Legal, surgery required"
Japan,JPN,2008,"Legal, surgery required"
Japan,JPN,2009,"Legal, surgery required"
Japan,JPN,2010,"Legal, surgery required"
Japan,JPN,2011,"Legal, surgery required"
Japan,JPN,2012,"Legal, surgery required"
Japan,JPN,2013,"Legal, surgery required"
Japan,JPN,2014,"Legal, surgery required"
Japan,JPN,2015,"Legal, surgery required"
Japan,JPN,2016,"Legal, surgery required"
Japan,JPN,2017,"Legal, surgery required"
Japan,JPN,2018,"Legal, surgery required"
Japan,JPN,2019,"Legal, surgery required"
Japan,JPN,2020,"Legal, surgery required"
Japan,JPN,2021,"Legal, surgery required"
Japan,JPN,2022,"Legal, surgery required"
Japan,JPN,2023,"Legal, surgery required"
Japan,JPN,2024,"Legal, surgery required"
Japan,JPN,2025,"Legal, surgery required"
Jordan,JOR,2014,"Legal, surgery required"
Jordan,JOR,2015,"Legal, surgery required"
Jordan,JOR,2016,"Legal, surgery required"
Jordan,JOR,2017,"Legal, surgery required"
Jordan,JOR,2018,"Legal, surgery required"
Jordan,JOR,2019,"Legal, surgery required"
Jordan,JOR,2020,"Legal, surgery required"
Jordan,JOR,2021,"Legal, surgery required"
Jordan,JOR,2022,"Legal, surgery required"
Jordan,JOR,2023,"Legal, surgery required"
Jordan,JOR,2024,"Legal, surgery required"
Jordan,JOR,2025,"Legal, surgery required"
Kazakhstan,KAZ,1972,"Legal, surgery required"
Kazakhstan,KAZ,1973,"Legal, surgery required"
Kazakhstan,KAZ,1974,"Legal, surgery required"
Kazakhstan,KAZ,1975,"Legal, surgery required"
Kazakhstan,KAZ,1976,"Legal, surgery required"
Kazakhstan,KAZ,1977,"Legal, surgery required"
Kazakhstan,KAZ,1978,"Legal, surgery required"
Kazakhstan,KAZ,1979,"Legal, surgery required"
Kazakhstan,KAZ,1980,"Legal, surgery required"
Kazakhstan,KAZ,1981,"Legal, surgery required"
Kazakhstan,KAZ,1982,"Legal, surgery required"
Kazakhstan,KAZ,1983,"Legal, surgery required"
Kazakhstan,KAZ,1984,"Legal, surgery required"
Kazakhstan,KAZ,1985,"Legal, surgery required"
Kazakhstan,KAZ,1986,"Legal, surgery required"
Kazakhstan,KAZ,1987,"Legal, surgery required"
Kazakhstan,KAZ,1988,"Legal, surgery required"
Kazakhstan,KAZ,1989,"Legal, surgery required"
Kazakhstan,KAZ,1990,"Legal, surgery required"
Kazakhstan,KAZ,1991,"Legal, surgery required"
Kazakhstan,KAZ,1992,"Legal, surgery required"
Kazakhstan,KAZ,1993,"Legal, surgery required"
Kazakhstan,KAZ,1994,"Legal, surgery required"
Kazakhstan,KAZ,1995,"Legal, surgery required"
Kazakhstan,KAZ,1996,"Legal, surgery required"
Kazakhstan,KAZ,1997,"Legal, surgery required"
Kazakhstan,KAZ,1998,"Legal, surgery required"
Kazakhstan,KAZ,1999,"Legal, surgery required"
Kazakhstan,KAZ,2000,"Legal, surgery required"
Kazakhstan,KAZ,2001,"Legal, surgery required"
Kazakhstan,KAZ,2002,"Legal, surgery required"
Kazakhstan,KAZ,2003,"Legal, medical diagnosis required"
Kazakhstan,KAZ,2004,"Legal, medical diagnosis required"
Kazakhstan,KAZ,2005,"Legal, medical diagnosis required"
Kazakhstan,KAZ,2006,"Legal, medical diagnosis required"
Kazakhstan,KAZ,2007,"Legal, medical diagnosis required"
Kazakhstan,KAZ,2008,"Legal, medical diagnosis required"
Kazakhstan,KAZ,2009,"Legal, medical diagnosis required"
Kazakhstan,KAZ,2010,"Legal, medical diagnosis required"
Kazakhstan,KAZ,2011,"Legal, surgery required"
Kazakhstan,KAZ,2012,"Legal, surgery required"
Kazakhstan,KAZ,2013,"Legal, surgery required"
Kazakhstan,KAZ,2014,"Legal, surgery required"
Kazakhstan,KAZ,2015,"Legal, surgery required"
Kazakhstan,KAZ,2016,"Legal, surgery required"
Kazakhstan,KAZ,2017,"Legal, surgery required"
Kazakhstan,KAZ,2018,"Legal, surgery required"
Kazakhstan,KAZ,2019,"Legal, surgery required"
Kazakhstan,KAZ,2020,"Legal, surgery required"
Kazakhstan,KAZ,2021,"Legal, surgery required"
Kazakhstan,KAZ,2022,"Legal, surgery required"
Kazakhstan,KAZ,2023,"Legal, surgery required"
Kazakhstan,KAZ,2024,"Legal, surgery required"
Kazakhstan,KAZ,2025,"Legal, surgery required"
Kenya,KEN,2022,Ambiguous
Kenya,KEN,2023,Ambiguous
Kenya,KEN,2024,Ambiguous
Kenya,KEN,2025,Ambiguous
Kiribati,KIR,2025,Illegal
Kuwait,KWT,2025,Illegal
Kyrgyzstan,KGZ,1972,"Legal, surgery required"
Kyrgyzstan,KGZ,1973,"Legal, surgery required"
Kyrgyzstan,KGZ,1974,"Legal, surgery required"
Kyrgyzstan,KGZ,1975,"Legal, surgery required"
Kyrgyzstan,KGZ,1976,"Legal, surgery required"
Kyrgyzstan,KGZ,1977,"Legal, surgery required"
Kyrgyzstan,KGZ,1978,"Legal, surgery required"
Kyrgyzstan,KGZ,1979,"Legal, surgery required"
Kyrgyzstan,KGZ,1980,"Legal, surgery required"
Kyrgyzstan,KGZ,1981,"Legal, surgery required"
Kyrgyzstan,KGZ,1982,"Legal, surgery required"
Kyrgyzstan,KGZ,1983,"Legal, surgery required"
Kyrgyzstan,KGZ,1984,"Legal, surgery required"
Kyrgyzstan,KGZ,1985,"Legal, surgery required"
Kyrgyzstan,KGZ,1986,"Legal, surgery required"
Kyrgyzstan,KGZ,1987,"Legal, surgery required"
Kyrgyzstan,KGZ,1988,"Legal, surgery required"
Kyrgyzstan,KGZ,1989,"Legal, surgery required"
Kyrgyzstan,KGZ,1990,"Legal, surgery required"
Kyrgyzstan,KGZ,1991,"Legal, surgery required"
Kyrgyzstan,KGZ,1992,"Legal, surgery required"
Kyrgyzstan,KGZ,1993,"Legal, surgery required"
Kyrgyzstan,KGZ,1994,"Legal, surgery required"
Kyrgyzstan,KGZ,1995,"Legal, surgery required"
Kyrgyzstan,KGZ,1996,"Legal, surgery required"
Kyrgyzstan,KGZ,1997,"Legal, surgery required"
Kyrgyzstan,KGZ,1998,"Legal, surgery required"
Kyrgyzstan,KGZ,1999,"Legal, surgery required"
Kyrgyzstan,KGZ,2000,"Legal, surgery required"
Kyrgyzstan,KGZ,2001,"Legal, surgery required"
Kyrgyzstan,KGZ,2002,"Legal, surgery required"
Kyrgyzstan,KGZ,2003,"Legal, surgery required"
Kyrgyzstan,KGZ,2004,"Legal, surgery required"
Kyrgyzstan,KGZ,2005,"Legal, surgery required"
Kyrgyzstan,KGZ,2006,"Legal, surgery required"
Kyrgyzstan,KGZ,2007,"Legal, surgery required"
Kyrgyzstan,KGZ,2008,"Legal, surgery required"
Kyrgyzstan,KGZ,2009,"Legal, surgery required"
Kyrgyzstan,KGZ,2010,"Legal, surgery required"
Kyrgyzstan,KGZ,2011,"Legal, surgery required"
Kyrgyzstan,KGZ,2012,"Legal, surgery required"
Kyrgyzstan,KGZ,2013,"Legal, surgery required"
Kyrgyzstan,KGZ,2014,"Legal, surgery required"
Kyrgyzstan,KGZ,2015,"Legal, surgery required"
Kyrgyzstan,KGZ,2016,"Legal, surgery required"
Kyrgyzstan,KGZ,2017,"Legal, surgery required"
Kyrgyzstan,KGZ,2018,"Legal, surgery required"
Kyrgyzstan,KGZ,2019,"Legal, surgery required"
Kyrgyzstan,KGZ,2020,Illegal
Kyrgyzstan,KGZ,2021,Illegal
Kyrgyzstan,KGZ,2022,Illegal
Kyrgyzstan,KGZ,2023,Illegal
Kyrgyzstan,KGZ,2024,Illegal
Kyrgyzstan,KGZ,2025,Illegal
Laos,LAO,2025,Illegal
Latvia,LVA,1972,"Legal, surgery required"
Latvia,LVA,1973,"Legal, surgery required"
Latvia,LVA,1974,"Legal, surgery required"
Latvia,LVA,1975,"Legal, surgery required"
Latvia,LVA,1976,"Legal, surgery required"
Latvia,LVA,1977,"Legal, surgery required"
Latvia,LVA,1978,"Legal, surgery required"
Latvia,LVA,1979,"Legal, surgery required"
Latvia,LVA,1980,"Legal, surgery required"
Latvia,LVA,1981,"Legal, surgery required"
Latvia,LVA,1982,"Legal, surgery required"
Latvia,LVA,1983,"Legal, surgery required"
Latvia,LVA,1984,"Legal, surgery required"
Latvia,LVA,1985,"Legal, surgery required"
Latvia,LVA,1986,"Legal, surgery required"
Latvia,LVA,1987,"Legal, surgery required"
Latvia,LVA,1988,"Legal, surgery required"
Latvia,LVA,1989,"Legal, surgery required"
Latvia,LVA,1990,"Legal, surgery required"
Latvia,LVA,1991,"Legal, surgery required"
Latvia,LVA,1992,"Legal, surgery required"
Latvia,LVA,1993,"Legal, surgery required"
Latvia,LVA,1994,"Legal, surgery required"
Latvia,LVA,1995,"Legal, surgery required"
Latvia,LVA,1996,"Legal, surgery required"
Latvia,LVA,1997,"Legal, surgery required"
Latvia,LVA,1998,"Legal, surgery required"
Latvia,LVA,1999,"Legal, surgery required"
Latvia,LVA,2000,"Legal, surgery required"
Latvia,LVA,2001,"Legal, surgery required"
Latvia,LVA,2002,"Legal, surgery required"
Latvia,LVA,2003,"Legal, surgery required"
Latvia,LVA,2004,"Legal, surgery required"
Latvia,LVA,2005,"Legal, surgery required"
Latvia,LVA,2006,"Legal, surgery required"
Latvia,LVA,2007,"Legal, surgery required"
Latvia,LVA,2008,"Legal, surgery required"
Latvia,LVA,2009,"Legal, surgery required"
Latvia,LVA,2010,"Legal, surgery required"
Latvia,LVA,2011,"Legal, surgery required"
Latvia,LVA,2012,"Legal, surgery required"
Latvia,LVA,2013,"Legal, surgery required"
Latvia,LVA,2014,"Legal, surgery required"
Latvia,LVA,2015,"Legal, surgery required"
Latvia,LVA,2016,"Legal, surgery required"
Latvia,LVA,2017,"Legal, surgery required"
Latvia,LVA,2018,"Legal, surgery required"
Latvia,LVA,2019,"Legal, surgery required"
Latvia,LVA,2020,"Legal, surgery required"
Latvia,LVA,2021,"Legal, surgery required"
Latvia,LVA,2022,"Legal, surgery required"
Latvia,LVA,2023,"Legal, surgery required"
Latvia,LVA,2024,"Legal, surgery required"
Latvia,LVA,2025,"Legal, surgery required"
Lebanon,LBN,2016,"Legal, surgery required"
Lebanon,LBN,2017,"Legal, surgery required"
Lebanon,LBN,2018,"Legal, surgery required"
Lebanon,LBN,2019,"Legal, surgery required"
Lebanon,LBN,2020,"Legal, surgery required"
Lebanon,LBN,2021,"Legal, surgery required"
Lebanon,LBN,2022,"Legal, surgery required"
Lebanon,LBN,2023,"Legal, surgery required"
Lebanon,LBN,2024,"Legal, surgery required"
Lebanon,LBN,2025,"Legal, surgery required"
Lesotho,LSO,1973,"Legal, medical diagnosis required"
Lesotho,LSO,1974,"Legal, medical diagnosis required"
Lesotho,LSO,1975,"Legal, medical diagnosis required"
Lesotho,LSO,1976,"Legal, medical diagnosis required"
Lesotho,LSO,1977,"Legal, medical diagnosis required"
Lesotho,LSO,1978,"Legal, medical diagnosis required"
Lesotho,LSO,1979,"Legal, medical diagnosis required"
Lesotho,LSO,1980,"Legal, medical diagnosis required"
Lesotho,LSO,1981,"Legal, medical diagnosis required"
Lesotho,LSO,1982,"Legal, medical diagnosis required"
Lesotho,LSO,1983,"Legal, medical diagnosis required"
Lesotho,LSO,1984,"Legal, medical diagnosis required"
Lesotho,LSO,1985,"Legal, medical diagnosis required"
Lesotho,LSO,1986,"Legal, medical diagnosis required"
Lesotho,LSO,1987,"Legal, medical diagnosis required"
Lesotho,LSO,1988,"Legal, medical diagnosis required"
Lesotho,LSO,1989,"Legal, medical diagnosis required"
Lesotho,LSO,1990,"Legal, medical diagnosis required"
Lesotho,LSO,1991,"Legal, medical diagnosis required"
Lesotho,LSO,1992,"Legal, medical diagnosis required"
Lesotho,LSO,1993,"Legal, medical diagnosis required"
Lesotho,LSO,1994,"Legal, medical diagnosis required"
Lesotho,LSO,1995,"Legal, medical diagnosis required"
Lesotho,LSO,1996,"Legal, medical diagnosis required"
Lesotho,LSO,1997,"Legal, medical diagnosis required"
Lesotho,LSO,1998,"Legal, medical diagnosis required"
Lesotho,LSO,1999,"Legal, medical diagnosis required"
Lesotho,LSO,2000,"Legal, medical diagnosis required"
Lesotho,LSO,2001,"Legal, medical diagnosis required"
Lesotho,LSO,2002,"Legal, medical diagnosis required"
Lesotho,LSO,2003,"Legal, medical diagnosis required"
Lesotho,LSO,2004,"Legal, medical diagnosis required"
Lesotho,LSO,2005,"Legal, medical diagnosis required"
Lesotho,LSO,2006,"Legal, medical diagnosis required"
Lesotho,LSO,2007,"Legal, medical diagnosis required"
Lesotho,LSO,2008,"Legal, medical diagnosis required"
Lesotho,LSO,2009,"Legal, medical diagnosis required"
Lesotho,LSO,2010,"Legal, medical diagnosis required"
Lesotho,LSO,2011,"Legal, medical diagnosis required"
Lesotho,LSO,2012,"Legal, medical diagnosis required"
Lesotho,LSO,2013,"Legal, medical diagnosis required"
Lesotho,LSO,2014,"Legal, medical diagnosis required"
Lesotho,LSO,2015,"Legal, medical diagnosis required"
Lesotho,LSO,2016,"Legal, medical diagnosis required"
Lesotho,LSO,2017,"Legal, medical diagnosis required"
Lesotho,LSO,2018,"Legal, medical diagnosis required"
Lesotho,LSO,2019,"Legal, medical diagnosis required"
Lesotho,LSO,2020,"Legal, medical diagnosis required"
Lesotho,LSO,2021,"Legal, medical diagnosis required"
Lesotho,LSO,2022,"Legal, medical diagnosis required"
Lesotho,LSO,2023,"Legal, medical diagnosis required"
Lesotho,LSO,2024,"Legal, medical diagnosis required"
Lesotho,LSO,2025,"Legal, medical diagnosis required"
Liberia,LBR,2025,Illegal
Libya,LBY,2025,Illegal
Liechtenstein,LIE,2025,Ambiguous
Lithuania,LTU,1972,"Legal, surgery required"
Lithuania,LTU,1973,"Legal, surgery required"
Lithuania,LTU,1974,"Legal, surgery required"
Lithuania,LTU,1975,"Legal, surgery required"
Lithuania,LTU,1976,"Legal, surgery required"
Lithuania,LTU,1977,"Legal, surgery required"
Lithuania,LTU,1978,"Legal, surgery required"
Lithuania,LTU,1979,"Legal, surgery required"
Lithuania,LTU,1980,"Legal, surgery required"
Lithuania,LTU,1981,"Legal, surgery required"
Lithuania,LTU,1982,"Legal, surgery required"
Lithuania,LTU,1983,"Legal, surgery required"
Lithuania,LTU,1984,"Legal, surgery required"
Lithuania,LTU,1985,"Legal, surgery required"
Lithuania,LTU,1986,"Legal, surgery required"
Lithuania,LTU,1987,"Legal, surgery required"
Lithuania,LTU,1988,"Legal, surgery required"
Lithuania,LTU,1989,"Legal, surgery required"
Lithuania,LTU,1990,"Legal, surgery required"
Lithuania,LTU,1991,"Legal, surgery required"
Lithuania,LTU,1992,"Legal, surgery required"
Lithuania,LTU,1993,"Legal, surgery required"
Lithuania,LTU,1994,"Legal, surgery required"
Lithuania,LTU,1995,"Legal, surgery required"
Lithuania,LTU,1996,"Legal, surgery required"
Lithuania,LTU,1997,"Legal, surgery required"
Lithuania,LTU,1998,"Legal, surgery required"
Lithuania,LTU,1999,"Legal, surgery required"
Lithuania,LTU,2000,"Legal, surgery required"
Lithuania,LTU,2001,"Legal, surgery required"
Lithuania,LTU,2002,"Legal, surgery required"
Lithuania,LTU,2003,"Legal, surgery required"
Lithuania,LTU,2004,"Legal, surgery required"
Lithuania,LTU,2005,"Legal, surgery required"
Lithuania,LTU,2006,"Legal, surgery required"
Lithuania,LTU,2007,"Legal, surgery required"
Lithuania,LTU,2008,"Legal, surgery required"
Lithuania,LTU,2009,"Legal, surgery required"
Lithuania,LTU,2010,"Legal, surgery required"
Lithuania,LTU,2011,"Legal, surgery required"
Lithuania,LTU,2012,"Legal, surgery required"
Lithuania,LTU,2013,"Legal, surgery required"
Lithuania,LTU,2014,"Legal, surgery required"
Lithuania,LTU,2015,"Legal, surgery required"
Lithuania,LTU,2016,"Legal, surgery required"
Lithuania,LTU,2017,"Legal, surgery required"
Lithuania,LTU,2018,"Legal, surgery required"
Lithuania,LTU,2019,"Legal, surgery required"
Lithuania,LTU,2020,"Legal, surgery required"
Lithuania,LTU,2021,"Legal, surgery required"
Lithuania,LTU,2022,"Legal, medical diagnosis required"
Lithuania,LTU,2023,"Legal, medical diagnosis required"
Lithuania,LTU,2024,"Legal, medical diagnosis required"
Lithuania,LTU,2025,"Legal, medical diagnosis required"
Luxembourg,LUX,2018,"Legal, no restrictions"
Luxembourg,LUX,2019,"Legal, no restrictions"
Luxembourg,LUX,2020,"Legal, no restrictions"
Luxembourg,LUX,2021,"Legal, no restrictions"
Luxembourg,LUX,2022,"Legal, no restrictions"
Luxembourg,LUX,2023,"Legal, no restrictions"
Luxembourg,LUX,2024,"Legal, no restrictions"
Luxembourg,LUX,2025,"Legal, no restrictions"
Madagascar,MDG,2025,Illegal
Malawi,MWI,2010,"Legal, surgery required"
Malawi,MWI,2011,"Legal, surgery required"
Malawi,MWI,2012,"Legal, surgery required"
Malawi,MWI,2013,"Legal, surgery required"
Malawi,MWI,2014,"Legal, surgery required"
Malawi,MWI,2015,Illegal
Malawi,MWI,2016,Illegal
Malawi,MWI,2017,Illegal
Malawi,MWI,2018,Illegal
Malawi,MWI,2019,Illegal
Malawi,MWI,2020,Illegal
Malawi,MWI,2021,Illegal
Malawi,MWI,2022,Illegal
Malawi,MWI,2023,Illegal
Malawi,MWI,2024,Illegal
Malawi,MWI,2025,Illegal
Malaysia,MYS,1983,Illegal
Malaysia,MYS,1984,Illegal
Malaysia,MYS,1985,Illegal
Malaysia,MYS,1986,Illegal
Malaysia,MYS,1987,Illegal
Malaysia,MYS,1988,Illegal
Malaysia,MYS,1989,Illegal
Malaysia,MYS,1990,Illegal
Malaysia,MYS,1991,Illegal
Malaysia,MYS,1992,Illegal
Malaysia,MYS,1993,Illegal
Malaysia,MYS,1994,Illegal
Malaysia,MYS,1995,Illegal
Malaysia,MYS,1996,Illegal
Malaysia,MYS,1997,Illegal
Malaysia,MYS,1998,Illegal
Malaysia,MYS,1999,Illegal
Malaysia,MYS,2000,Illegal
Malaysia,MYS,2001,Illegal
Malaysia,MYS,2002,Illegal
Malaysia,MYS,2003,Illegal
Malaysia,MYS,2004,Illegal
Malaysia,MYS,2005,Illegal
Malaysia,MYS,2006,Illegal
Malaysia,MYS,2007,Illegal
Malaysia,MYS,2008,Illegal
Malaysia,MYS,2009,Illegal
Malaysia,MYS,2010,Illegal
Malaysia,MYS,2011,Illegal
Malaysia,MYS,2012,Illegal
Malaysia,MYS,2013,Illegal
Malaysia,MYS,2014,Illegal
Malaysia,MYS,2015,Illegal
Malaysia,MYS,2016,"Legal, surgery required"
Malaysia,MYS,2017,Illegal
Malaysia,MYS,2018,Illegal
Malaysia,MYS,2019,Illegal
Malaysia,MYS,2020,Illegal
Malaysia,MYS,2021,Illegal
Malaysia,MYS,2022,Illegal
Malaysia,MYS,2023,Illegal
Malaysia,MYS,2024,Illegal
Malaysia,MYS,2025,Illegal
Maldives,MDV,2025,Illegal
Mali,MLI,2025,Illegal
Malta,MLT,2015,"Legal, no restrictions"
Malta,MLT,2016,"Legal, no restrictions"
Malta,MLT,2017,"Legal, no restrictions"
Malta,MLT,2018,"Legal, no restrictions"
Malta,MLT,2019,"Legal, no restrictions"
Malta,MLT,2020,"Legal, no restrictions"
Malta,MLT,2021,"Legal, no restrictions"
Malta,MLT,2022,"Legal, no restrictions"
Malta,MLT,2023,"Legal, no restrictions"
Malta,MLT,2024,"Legal, no restrictions"
Malta,MLT,2025,"Legal, no restrictions"
Marshall Islands,MHL,2025,Illegal
Mauritania,MRT,2025,Illegal
Mauritius,MUS,2025,Illegal
Mexico,MEX,2004,Varies by region
Mexico,MEX,2005,Varies by region
Mexico,MEX,2006,Varies by region
Mexico,MEX,2007,Varies by region
Mexico,MEX,2008,Varies by region
Mexico,MEX,2009,Varies by region
Mexico,MEX,2010,Varies by region
Mexico,MEX,2011,Varies by region
Mexico,MEX,2012,Varies by region
Mexico,MEX,2013,Varies by region
Mexico,MEX,2014,Varies by region
Mexico,MEX,2015,Varies by region
Mexico,MEX,2016,Varies by region
Mexico,MEX,2017,Varies by region
Mexico,MEX,2018,Varies by region
Mexico,MEX,2019,Varies by region
Mexico,MEX,2020,Varies by region
Mexico,MEX,2021,Varies by region
Mexico,MEX,2022,Varies by region
Mexico,MEX,2023,Varies by region
Mexico,MEX,2024,Varies by region
Mexico,MEX,2025,Varies by region
Micronesia (country),FSM,2025,Illegal
Moldova,MDA,1972,"Legal, surgery required"
Moldova,MDA,1973,"Legal, surgery required"
Moldova,MDA,1974,"Legal, surgery required"
Moldova,MDA,1975,"Legal, surgery required"
Moldova,MDA,1976,"Legal, surgery required"
Moldova,MDA,1977,"Legal, surgery required"
Moldova,MDA,1978,"Legal, surgery required"
Moldova,MDA,1979,"Legal, surgery required"
Moldova,MDA,1980,"Legal, surgery required"
Moldova,MDA,1981,"Legal, surgery required"
Moldova,MDA,1982,"Legal, surgery required"
Moldova,MDA,1983,"Legal, surgery required"
Moldova,MDA,1984,"Legal, surgery required"
Moldova,MDA,1985,"Legal, surgery required"
Moldova,MDA,1986,"Legal, surgery required"
Moldova,MDA,1987,"Legal, surgery required"
Moldova,MDA,1988,"Legal, surgery required"
Moldova,MDA,1989,"Legal, surgery required"
Moldova,MDA,1990,"Legal, surgery required"
Moldova,MDA,1991,"Legal, surgery required"
Moldova,MDA,1992,"Legal, surgery required"
Moldova,MDA,1993,"Legal, surgery required"
Moldova,MDA,1994,"Legal, surgery required"
Moldova,MDA,1995,"Legal, surgery required"
Moldova,MDA,1996,"Legal, surgery required"
Moldova,MDA,1997,"Legal, surgery required"
Moldova,MDA,1998,"Legal, surgery required"
Moldova,MDA,1999,"Legal, surgery required"
Moldova,MDA,2000,"Legal, surgery required"
Moldova,MDA,2001,"Legal, medical diagnosis required"
Moldova,MDA,2002,"Legal, medical diagnosis required"
Moldova,MDA,2003,"Legal, medical diagnosis required"
Moldova,MDA,2004,"Legal, medical diagnosis required"
Moldova,MDA,2005,"Legal, medical diagnosis required"
Moldova,MDA,2006,"Legal, medical diagnosis required"
Moldova,MDA,2007,"Legal, medical diagnosis required"
Moldova,MDA,2008,"Legal, medical diagnosis required"
Moldova,MDA,2009,"Legal, medical diagnosis required"
Moldova,MDA,2010,"Legal, medical diagnosis required"
Moldova,MDA,2011,"Legal, medical diagnosis required"
Moldova,MDA,2012,"Legal, medical diagnosis required"
Moldova,MDA,2013,"Legal, medical diagnosis required"
Moldova,MDA,2014,"Legal, medical diagnosis required"
Moldova,MDA,2015,"Legal, medical diagnosis required"
Moldova,MDA,2016,"Legal, medical diagnosis required"
Moldova,MDA,2017,"Legal, medical diagnosis required"
Moldova,MDA,2018,"Legal, medical diagnosis required"
Moldova,MDA,2019,"Legal, medical diagnosis required"
Moldova,MDA,2020,"Legal, medical diagnosis required"
Moldova,MDA,2021,"Legal, medical diagnosis required"
Moldova,MDA,2022,"Legal, medical diagnosis required"
Moldova,MDA,2023,"Legal, medical diagnosis required"
Moldova,MDA,2024,"Legal, medical diagnosis required"
Moldova,MDA,2025,"Legal, medical diagnosis required"
Monaco,MCO,2022,Ambiguous
Monaco,MCO,2023,Ambiguous
Monaco,MCO,2024,Ambiguous
Monaco,MCO,2025,Ambiguous
Mongolia,MNG,2009,"Legal, surgery required"
Mongolia,MNG,2010,"Legal, surgery required"
Mongolia,MNG,2011,"Legal, surgery required"
Mongolia,MNG,2012,"Legal, surgery required"
Mongolia,MNG,2013,"Legal, surgery required"
Mongolia,MNG,2014,"Legal, surgery required"
Mongolia,MNG,2015,"Legal, surgery required"
Mongolia,MNG,2016,"Legal, surgery required"
Mongolia,MNG,2017,"Legal, surgery required"
Mongolia,MNG,2018,"Legal, surgery required"
Mongolia,MNG,2019,"Legal, surgery required"
Mongolia,MNG,2020,"Legal, surgery required"
Mongolia,MNG,2021,"Legal, surgery required"
Mongolia,MNG,2022,"Legal, surgery required"
Mongolia,MNG,2023,"Legal, surgery required"
Mongolia,MNG,2024,"Legal, surgery required"
Mongolia,MNG,2025,"Legal, surgery required"
Montenegro,MNE,2008,"Legal, surgery required"
Montenegro,MNE,2009,"Legal, surgery required"
Montenegro,MNE,2010,"Legal, surgery required"
Montenegro,MNE,2011,"Legal, surgery required"
Montenegro,MNE,2012,"Legal, surgery required"
Montenegro,MNE,2013,"Legal, surgery required"
Montenegro,MNE,2014,"Legal, surgery required"
Montenegro,MNE,2015,"Legal, surgery required"
Montenegro,MNE,2016,"Legal, surgery required"
Montenegro,MNE,2017,"Legal, surgery required"
Montenegro,MNE,2018,"Legal, surgery required"
Montenegro,MNE,2019,"Legal, surgery required"
Montenegro,MNE,2020,"Legal, surgery required"
Montenegro,MNE,2021,"Legal, surgery required"
Montenegro,MNE,2022,"Legal, surgery required"
Montenegro,MNE,2023,"Legal, surgery required"
Montenegro,MNE,2024,"Legal, surgery required"
Montenegro,MNE,2025,"Legal, surgery required"
Morocco,MAR,2025,Illegal
Mozambique,MOZ,2004,Ambiguous
Mozambique,MOZ,2005,Ambiguous
Mozambique,MOZ,2006,Ambiguous
Mozambique,MOZ,2007,Ambiguous
Mozambique,MOZ,2008,Ambiguous
Mozambique,MOZ,2009,Ambiguous
Mozambique,MOZ,2010,Ambiguous
Mozambique,MOZ,2011,Ambiguous
Mozambique,MOZ,2012,Ambiguous
Mozambique,MOZ,2013,Ambiguous
Mozambique,MOZ,2014,Ambiguous
Mozambique,MOZ,2015,Ambiguous
Mozambique,MOZ,2016,Ambiguous
Mozambique,MOZ,2017,Ambiguous
Mozambique,MOZ,2018,Ambiguous
Mozambique,MOZ,2019,Ambiguous
Mozambique,MOZ,2020,Ambiguous
Mozambique,MOZ,2021,Ambiguous
Mozambique,MOZ,2022,Ambiguous
Mozambique,MOZ,2023,Ambiguous
Mozambique,MOZ,2024,Ambiguous
Mozambique,MOZ,2025,Ambiguous
Myanmar,MMR,2025,Illegal
Namibia,NAM,1963,"Legal, surgery required"
Namibia,NAM,1964,"Legal, surgery required"
Namibia,NAM,1965,"Legal, surgery required"
Namibia,NAM,1966,"Legal, surgery required"
Namibia,NAM,1967,"Legal, surgery required"
Namibia,NAM,1968,"Legal, surgery required"
Namibia,NAM,1969,"Legal, surgery required"
Namibia,NAM,1970,"Legal, surgery required"
Namibia,NAM,1971,"Legal, surgery required"
Namibia,NAM,1972,"Legal, surgery required"
Namibia,NAM,1973,"Legal, surgery required"
Namibia,NAM,1974,"Legal, surgery required"
Namibia,NAM,1975,"Legal, surgery required"
Namibia,NAM,1976,"Legal, surgery required"
Namibia,NAM,1977,"Legal, surgery required"
Namibia,NAM,1978,"Legal, surgery required"
Namibia,NAM,1979,"Legal, surgery required"
Namibia,NAM,1980,"Legal, surgery required"
Namibia,NAM,1981,"Legal, surgery required"
Namibia,NAM,1982,"Legal, surgery required"
